sentence,shannon,huffmann
"law of the state applicable to this agreement, the agreement shall be",3.78789390545898,4.631579
interpreted to make the maximum disclaimer or limitation permitted by,3.857796559007911,4.8
the applicable state law.  The invalidity or unenforceability of any,4.078354438821937,4.909091
provision of this agreement shall not void the remaining provisions.,3.893719783499236,4.5555553
"1.F.6.  INDEMNITY - You agree to indemnify and hold the Foundation, the",4.419211606256539,5.2413793
"trademark owner, any agent or employee of the Foundation, anyone",3.9047350558081613,5.0
providing copies of Project Gutenberg-tm electronic works in accordance,4.182373748851016,5.04
"with this agreement, and any volunteers associated with the production,",4.05792309281424,4.8095236
"promotion and distribution of Project Gutenberg-tm electronic works,",4.199278240682585,5.08
"harmless from all liability, costs and expenses, including legal fees,",4.074904983047475,4.818182
that arise directly or indirectly from any of the following which you do,3.959167669121826,4.736842
or cause to occur: (a) distribution of this or any Project Gutenberg-tm,4.161984383946455,5.24
"work, (b) alteration, modification, or additions or deletions to any",3.955860408340157,4.952381
"Project Gutenberg-tm work, and (c) any Defect you cause.",4.355851127144314,5.2222223
Section  2.  Information about the Mission of Project Gutenberg-tm,4.188387781347588,5.0
Project Gutenberg-tm is synonymous with the free distribution of,4.107258938909887,4.818182
electronic works in formats readable by the widest variety of computers,4.113080092263445,4.909091
"including obsolete, old, middle-aged and new computers.  It exists",4.170294354635561,4.9130435
because of the efforts of hundreds of volunteers and donations from,3.8107220805950206,4.7222223
people in all walks of life.,3.4511346202348507,4.1538463
Volunteers and financial support to provide volunteers with the,4.0088153446373,4.5263157
"assistance they need, is critical to reaching Project Gutenberg-tm's",4.139221578342785,5.0
goals and ensuring that the Project Gutenberg-tm collection will,4.12257847002467,4.818182
"remain freely available for generations to come.  In 2001, the Project",4.201829170578845,5.1923075
Gutenberg Literary Archive Foundation was created to provide a secure,4.094771334489874,4.9565215
and permanent future for Project Gutenberg-tm and future generations.,3.983840487865788,4.9545455
To learn more about the Project Gutenberg Literary Archive Foundation,4.156203667207663,5.04
"and how your efforts and donations can help, see Sections 3 and 4",3.9892143065912067,5.0
and the Foundation web page at http://www.pglaf.org.,4.137778545714527,4.8095236
Section 3.  Information about the Project Gutenberg Literary Archive,4.227735129413899,5.1538463
Foundation,2.9219280948873623,3.125
The Project Gutenberg Literary Archive Foundation is a non profit,4.226332052696987,5.1153846
501(c)(3) educational corporation organized under the laws of the,4.314772144417825,5.0
state of Mississippi and granted tax exempt status by the Internal,3.935689150766409,5.0454545
Revenue Service.  The Foundation's EIN or federal tax identification,4.239112245528982,5.1923075
number is 64-6221541.  Its 501(c)(3) letter is posted at,4.434250404386514,5.214286
http://pglaf.org/fundraising.  Contributions to the Project Gutenberg,4.3426045809525995,4.92
Literary Archive Foundation are tax deductible to the full extent,4.017694543431561,4.714286
permitted by U.S. federal laws and your state's laws.,4.100772700647585,4.909091
The Foundation's principal office is located at 4557 Melan Dr. S.,4.350010514501721,5.0384617
"Fairbanks, AK, 99712., but its volunteers and employees are scattered",4.385799508363412,5.107143
throughout numerous locations.  Its business office is located at,3.9728851683047406,4.7
"809 North 1500 West, Salt Lake City, UT 84116, (801) 596-1887, email",4.546539256570767,5.4375
business@pglaf.org.  Email contact links and up to date contact,4.125402296509465,4.7727275
information can be found at the Foundation's web site and official,3.9267483861333345,4.85
page at http://pglaf.org,3.625814583693912,4.142857
For additional contact information:,3.576010789042102,4.214286
     Dr. Gregory B. Newby,3.2536606896881857,4.3076925
     Chief Executive and Director,3.748791467777742,4.5
     gbnewby@pglaf.org,3.624680346973647,4.133333
Section 4.  Information about Donations to the Project Gutenberg,4.0638530781525795,5.1666665
Literary Archive Foundation,3.958229168669879,4.2941175
Project Gutenberg-tm depends upon and cannot survive without wide,4.1734322827610075,4.869565
spread public support and donations to carry out its mission of,3.832683155868101,4.611111
increasing the number of public domain and licensed works that can be,4.065573540465201,4.857143
freely distributed in machine readable form accessible by the widest,3.9585193710958055,4.631579
array of equipment including outdated equipment.  Many small donations,4.100293289811417,4.857143
"($1 to $5,000) are particularly important to maintaining tax exempt",4.132284900119888,4.9130435
status with the IRS.,3.4841837197791885,4.0
The Foundation is committed to complying with the laws regulating,4.098142236767453,4.8095236
charities and charitable donations in all 50 states of the United,3.833585415804847,4.6666665
States.  Compliance requirements are not uniform and it takes a,3.949270107740266,4.904762
"considerable effort, much paperwork and many fees to meet and keep up",4.051970554793031,4.909091
with these requirements.  We do not solicit donations in locations,3.820107380037637,4.6842103
where we have not received written confirmation of compliance.  To,3.8930693175496374,4.6842103
SEND DONATIONS or determine the status of compliance for any,4.387582004007327,5.0384617
particular state visit http://pglaf.org,3.989778500580689,4.5263157
While we cannot and do not solicit contributions from states where we,3.8910540624946717,4.736842
"have not met the solicitation requirements, we know of no prohibition",3.9463029448834273,4.9545455
against accepting unsolicited donations from donors in such states who,3.906100961750564,4.736842
approach us with offers to donate.,3.878068268345524,4.352941
"International donations are gratefully accepted, but we cannot make",4.047893431208517,5.173913
any statements concerning tax treatment of donations received from,3.768048195759553,4.529412
outside the United States.  U.S. laws alone swamp our small staff.,3.999733501258585,4.7
Please check the Project Gutenberg Web pages for current donation,4.088171283599354,5.0
methods and addresses.  Donations are accepted in a number of other,3.857102851546064,4.631579
"ways including checks, online payments and credit card donations.",4.084701091458084,4.9545455
"To donate, please visit: http://pglaf.org/donate",4.186641344913578,4.7619047
Section 5.  General Information About Project Gutenberg-tm electronic,4.151487319971539,5.0
works.,2.5849625007211565,2.6666667
Professor Michael S. Hart is the originator of the Project Gutenberg-tm,4.178646107914532,5.12
concept of a library of electronic works that could be freely shared,3.983208278828756,4.65
"with anyone.  For thirty years, he produced and distributed Project",4.0903011838168,4.8636365
Gutenberg-tm eBooks with only a loose network of volunteer support.,4.148409011484903,5.08
Project Gutenberg-tm eBooks are often created from several printed,4.099933168714452,5.08
"editions, all of which are confirmed as Public Domain in the U.S.",4.207446355091471,4.9583335
"unless a copyright notice is included.  Thus, we do not necessarily",4.046505178947449,4.7619047
keep eBooks in compliance with any particular paper edition.,4.03183237120822,4.952381
Most people start at our Web site which has the main PG search facility:,4.060614796877142,5.0416665
     http://www.gutenberg.org,3.6899015819921517,4.133333
"This Web site includes information about Project Gutenberg-tm,",4.288063649965137,5.04
including how to make donations to the Project Gutenberg Literary,4.152138775295559,5.0833335
"Archive Foundation, how to help produce our new eBooks, and how to",4.034437956644241,4.818182
subscribe to our email newsletter to hear about new eBooks.,3.884110795154469,4.6842103
